"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"	"cluster"	"gene"
"CHST11.2"	3.71909718507173e-97	1.56399274875513	0.939	0.264	8.8295086270788e-93	"T cells"	"CHST11"
"ACACA.3"	4.75322929761065e-97	-1.16975878002536	0.307	0.678	1.12846416754574e-92	"T cells"	"ACACA"
"DNAH14.4"	4.85319365866914e-97	-1.74021310084291	0.035	0.64	1.15219670650464e-92	"T cells"	"DNAH14"
"SLFN5"	8.88365680385188e-97	0.794559644510566	0.586	0.139	2.10906896180248e-92	"T cells"	"SLFN5"
"RBPMS.3"	2.17420933153338e-96	-1.65796002301034	0.043	0.6	5.16179037399341e-92	"T cells"	"RBPMS"
"ZFHX3"	3.3252693808456e-96	-1.20787281764223	0.062	0.569	7.89452203706554e-92	"T cells"	"ZFHX3"
"SHANK2.4"	4.5159349578552e-96	-2.05484081689932	0.031	0.612	1.0721281183444e-91	"T cells"	"SHANK2"
"WIPF1.2"	8.98316674376589e-96	1.03477117015161	0.793	0.209	2.13269361663746e-91	"T cells"	"WIPF1"
"BAZ2B"	5.35747918815334e-95	-1.04646538439842	0.354	0.73	1.27191913405948e-90	"T cells"	"BAZ2B"
"FGF13.3"	1.84783186121051e-94	-1.7639727476806	0.039	0.511	4.38693762169988e-90	"T cells"	"FGF13"
"PSD3.2"	1.93501047703704e-94	-1.32154418372678	0.062	0.513	4.59390837353364e-90	"T cells"	"PSD3"
"TPM1.4"	3.61797870724132e-94	-1.24250215425336	0.093	0.518	8.58944324886162e-90	"T cells"	"TPM1"
"STARD13.1"	1.00474520663766e-93	-1.49722863610871	0.042	0.517	2.38536559507846e-89	"T cells"	"STARD13"
"RASAL2.3"	1.61406745600294e-93	-1.56568996248654	0.043	0.588	3.83195754729658e-89	"T cells"	"RASAL2"
"CACNA1D.4"	6.72054102623736e-93	-1.96354524248216	0.028	0.569	1.59552364503901e-88	"T cells"	"CACNA1D"
"DOCK8"	1.38131772806628e-92	1.11199910415098	0.917	0.331	3.27938641820215e-88	"T cells"	"DOCK8"
"WDFY3"	1.58308135966224e-92	-1.28340427518851	0.047	0.644	3.75839345597413e-88	"T cells"	"WDFY3"
"PCNX1.2"	2.83135092308617e-92	0.882230925276354	0.8	0.437	6.72191022649888e-88	"T cells"	"PCNX1"
"TMEM241.4"	1.19495049006122e-91	-1.09209173728369	0.079	0.545	2.83693195845435e-87	"T cells"	"TMEM241"
"TNS3.2"	1.22932054519827e-91	-1.18140272051521	0.067	0.528	2.9185299063552e-87	"T cells"	"TNS3"
"LDLRAD3.3"	1.99571785181547e-91	-1.81341884986118	0.026	0.626	4.73803375199511e-87	"T cells"	"LDLRAD3"
"ASPH.1"	2.71685201454625e-91	-1.14176607058065	0.15	0.574	6.45007836773424e-87	"T cells"	"ASPH"
"CNOT6L"	1.43432454395551e-90	0.75973658413089	0.66	0.294	3.40522989980477e-86	"T cells"	"CNOT6L"
"KAT2B"	1.99622810660341e-90	0.800901754728662	0.556	0.173	4.73924514788714e-86	"T cells"	"KAT2B"
"PTK2B"	2.66548030181104e-90	0.726038474254827	0.6	0.201	6.32811678452959e-86	"T cells"	"PTK2B"
"ATP8A1"	2.74566488840415e-90	0.935881897052161	0.604	0.141	6.5184830115603e-86	"T cells"	"ATP8A1"
"CDC42BPA.1"	3.7166055578677e-90	-1.35509276623192	0.047	0.542	8.8235932549337e-86	"T cells"	"CDC42BPA"
"MYO1F"	4.36594408255084e-90	1.02857403225834	0.637	0.138	1.03651878463839e-85	"T cells"	"MYO1F"
"AOAH"	5.92155164171207e-90	1.75036504522161	0.574	0.089	1.40583557525886e-85	"T cells"	"AOAH"
"SESTD1.2"	1.41023822141326e-89	-1.06255109177288	0.103	0.553	3.34804656145721e-85	"T cells"	"SESTD1"
"DNAJC1.5"	3.75815799730725e-89	-1.46194454635869	0.532	0.727	8.92224290140715e-85	"T cells"	"DNAJC1"
"INSR.3"	4.62883523018742e-89	-1.38268275333987	0.033	0.584	1.09893177199879e-84	"T cells"	"INSR"
"MCC.1"	5.61440388467538e-89	-1.14477796155008	0.157	0.581	1.33291562626078e-84	"T cells"	"MCC"
"SBF2.1"	1.46885308599467e-88	-1.07219411756652	0.325	0.725	3.48720411145995e-84	"T cells"	"SBF2"
"DOCK10"	2.71508760073158e-88	1.12079333273945	0.89	0.327	6.44588947289686e-84	"T cells"	"DOCK10"
"MCUB"	1.71906827872359e-87	0.71783252438114	0.503	0.169	4.08124000051767e-83	"T cells"	"MCUB"
"THRB.3"	3.36213819772411e-87	-1.35443053505365	0.046	0.54	7.9820522952168e-83	"T cells"	"THRB"
"CD2"	4.41887106091259e-87	1.13367644772549	0.618	0.012	1.04908417857126e-82	"T cells"	"CD2"
"CELSR1.4"	3.34776019746736e-86	-1.31189381000973	0.044	0.537	7.94791748480726e-82	"T cells"	"CELSR1"
"MACROD2.1"	4.82313793298201e-86	-1.50882157338986	0.038	0.52	1.14506117666926e-81	"T cells"	"MACROD2"
"TTC3.1"	2.02622144985625e-85	-1.03792087341	0.479	0.751	4.81045234410373e-81	"T cells"	"TTC3"
"PAWR.2"	5.41791034354371e-85	-1.21814436803476	0.05	0.568	1.28626609466071e-80	"T cells"	"PAWR"
"SH3D19.4"	2.20968563159009e-84	-1.14800816440017	0.075	0.514	5.24601465795803e-80	"T cells"	"SH3D19"
"RPS6KA3"	5.77494822687238e-83	0.883321880635373	0.669	0.259	1.37103045854177e-78	"T cells"	"RPS6KA3"
"MAP7.4"	7.02547974384428e-83	-1.05500519481817	0.096	0.509	1.66791914598607e-78	"T cells"	"MAP7"
"WWOX.3"	2.09440294554867e-82	-1.57073606299128	0.582	0.817	4.9723220330271e-78	"T cells"	"WWOX"
"PDXDC1.2"	2.11541354130893e-82	-0.944307454358746	0.429	0.734	5.02220328842153e-78	"T cells"	"PDXDC1"
"CA12.4"	3.97192692596816e-82	-1.56792496163765	0.031	0.543	9.42975171494101e-78	"T cells"	"CA12"
"GPRIN3"	1.6242229981646e-81	1.01966497770021	0.654	0.128	3.85606781994257e-77	"T cells"	"GPRIN3"
"MYOF.2"	2.00828810867212e-81	-1.33128287529048	0.039	0.627	4.76787679879849e-77	"T cells"	"MYOF"
"ZFYVE28"	2.25798058400937e-81	0.805202910290332	0.543	0.206	5.36067170449665e-77	"T cells"	"ZFYVE28"
"RASGRP1"	2.43083245513254e-81	0.8685057530362	0.611	0.125	5.77103933173016e-77	"T cells"	"RASGRP1"
"SRGAP1"	3.97785368547025e-81	-1.46582943945096	0.031	0.605	9.44382243467491e-77	"T cells"	"SRGAP1"
"INPP4A"	4.67998778556433e-81	0.773954342483091	0.719	0.348	1.11107590017083e-76	"T cells"	"INPP4A"
"PPFIBP1.4"	6.00737044649983e-81	-1.20346204610243	0.05	0.529	1.42620981770352e-76	"T cells"	"PPFIBP1"
"HOOK2.4"	6.64703739930791e-81	-0.956906704579418	0.101	0.512	1.57807314896969e-76	"T cells"	"HOOK2"
"GTF2IRD1.3"	8.74919635504244e-81	-1.13218694333513	0.042	0.506	2.07714670665063e-76	"T cells"	"GTF2IRD1"
"DLG5.3"	9.9419283279093e-81	-1.05552583783544	0.071	0.504	2.36031320432895e-76	"T cells"	"DLG5"
"FTH1.5"	1.814177700545e-80	-1.15396950920533	0.242	0.563	4.30703927886389e-76	"T cells"	"FTH1"
"PTPRF.4"	3.06116425833781e-80	-1.19129881070384	0.049	0.521	7.26751006571979e-76	"T cells"	"PTPRF"
"CSNK1A1.1"	3.994563322138e-80	-0.969845772063873	0.572	0.795	9.48349278308782e-76	"T cells"	"CSNK1A1"
"AR.3"	5.49342772250277e-80	-1.4107568497069	0.032	0.535	1.30419467559938e-75	"T cells"	"AR"
"RAD9A.4"	3.86058717925318e-79	-0.941949176050667	0.164	0.543	9.16542002226496e-75	"T cells"	"RAD9A"
"GRHL2.4"	4.39080608680755e-79	-1.58637689896092	0.025	0.577	1.04242127306898e-74	"T cells"	"GRHL2"
"GTF2I"	1.55431338754685e-78	-0.895320535557107	0.481	0.766	3.69009541337498e-74	"T cells"	"GTF2I"
"PTPN12"	2.64950706377576e-78	-0.918830003160398	0.185	0.606	6.29019472011002e-74	"T cells"	"PTPN12"
"ASTN2.4"	3.3650919129468e-78	-1.09195378015864	0.147	0.506	7.98906471052701e-74	"T cells"	"ASTN2"
"GAB1"	3.79286246044941e-78	-1.04344704865099	0.057	0.512	9.00463476735294e-74	"T cells"	"GAB1"
"MORF4L2.3"	4.25894143971664e-78	-0.953630732292294	0.133	0.532	1.01111528720313e-73	"T cells"	"MORF4L2"
"HLA-E.1"	4.75044714153468e-78	0.677102859024812	0.575	0.176	1.12780365587175e-73	"T cells"	"HLA-E"
"KIF16B.4"	7.68195257999524e-78	-0.965802370463212	0.186	0.561	1.82377236201667e-73	"T cells"	"KIF16B"
"SMIM14.3"	1.02866816929267e-77	-0.953520868483234	0.15	0.542	2.44216110071772e-73	"T cells"	"SMIM14"
"FLI1.1"	3.08381672856825e-77	1.1695512134489	0.757	0.132	7.32128929529389e-73	"T cells"	"FLI1"
"PLEKHA7.3"	3.90706476745375e-76	-0.998806788779269	0.238	0.605	9.27576246441195e-72	"T cells"	"PLEKHA7"
"EVI5"	1.47893093350721e-75	-0.8887520452228	0.067	0.513	3.51112992923946e-71	"T cells"	"EVI5"
"PITPNC1.1"	1.85118641397911e-75	1.23175244857837	0.864	0.438	4.3949016654278e-71	"T cells"	"PITPNC1"
"VMP1.2"	5.54665855298801e-75	-1.10933304576574	0.503	0.753	1.31683220706488e-70	"T cells"	"VMP1"
"CCM2"	7.05806969088067e-75	0.733036025363599	0.717	0.343	1.67565632531198e-70	"T cells"	"CCM2"
"SPIRE1"	1.63315278075885e-74	-0.950524136670459	0.071	0.509	3.87726801679959e-70	"T cells"	"SPIRE1"
"SPRED2.1"	2.63879734685179e-74	-0.967263213588001	0.094	0.515	6.26476878116084e-70	"T cells"	"SPRED2"
"RERG.5"	2.94740206244264e-74	-1.6848661732101	0.021	0.565	6.99742723644507e-70	"T cells"	"RERG"
"XIST"	4.05927489252528e-74	-0.905910662372625	0.851	0.939	9.63712452234426e-70	"T cells"	"XIST"
"OSBPL1A.2"	7.64071288409871e-74	-0.953076136297788	0.065	0.502	1.81398164581387e-69	"T cells"	"OSBPL1A"
"IMMP2L.4"	3.17860907849159e-73	-1.20165759591529	0.561	0.81	7.54633581324687e-69	"T cells"	"IMMP2L"
"SYNE1.3"	4.30958875404263e-73	0.893659493935495	0.739	0.277	1.02313946609726e-68	"T cells"	"SYNE1"
"RNF130"	6.37792619294303e-73	-0.917836036668036	0.138	0.513	1.51418345746661e-68	"T cells"	"RNF130"
"SYTL2.4"	6.46733842596632e-73	-1.23447137971761	0.29	0.578	1.53541081570866e-68	"T cells"	"SYTL2"
"MAP4K3"	1.54256365042039e-72	-0.879290019680308	0.271	0.615	3.66220036246306e-68	"T cells"	"MAP4K3"
"MAST2.2"	3.60617607503269e-72	-0.902145919537055	0.121	0.518	8.5614226197351e-68	"T cells"	"MAST2"
"RFTN1.1"	3.814479974684e-72	0.779654645931205	0.579	0.15	9.05595690789729e-68	"T cells"	"RFTN1"
"UGGT2"	7.36037883636305e-72	-1.09402467655921	0.039	0.551	1.74742753954095e-67	"T cells"	"UGGT2"
"FRY"	1.56824086939758e-71	-1.07431622826458	0.164	0.558	3.7231606480368e-67	"T cells"	"FRY"
"AHI1"	1.83604061703552e-71	-0.911917058976566	0.228	0.626	4.35894402890402e-67	"T cells"	"AHI1"
"YAP1.1"	3.03893278646676e-71	-1.17532621541645	0.038	0.547	7.21473032835074e-67	"T cells"	"YAP1"
"IFI16.1"	3.45100854922441e-71	0.659789345445543	0.596	0.17	8.19303939671367e-67	"T cells"	"IFI16"
"RABEP1.4"	4.10321987249963e-71	-0.960188773234289	0.458	0.7	9.74145429930138e-67	"T cells"	"RABEP1"
"CSAD.4"	4.85265346738558e-71	-0.864939532344394	0.168	0.519	1.15206845969201e-66	"T cells"	"CSAD"
"CHD9.1"	1.07273720175724e-70	-0.899081335416514	0.488	0.754	2.54678539069186e-66	"T cells"	"CHD9"
"SMCHD1"	2.27649474878517e-70	0.726171961774925	0.836	0.538	5.40462618309086e-66	"T cells"	"SMCHD1"
"RABGAP1L.1"	3.81996371310218e-70	0.912825853413609	0.944	0.736	9.06897585127589e-66	"T cells"	"RABGAP1L"
"HIVEP2.1"	7.66071898294514e-70	0.770819245361441	0.665	0.347	1.818731293741e-65	"T cells"	"HIVEP2"
"ZMIZ1"	8.1145146413991e-70	-0.859107688840399	0.142	0.513	1.92646692101456e-65	"T cells"	"ZMIZ1"
"NFATC2"	9.83760891823333e-70	0.921784702545712	0.726	0.171	2.33554673327777e-65	"T cells"	"NFATC2"
"RAB27A"	1.33545193283193e-69	0.633733284067669	0.562	0.245	3.17049643373628e-65	"T cells"	"RAB27A"
"FHIT.4"	2.36651993778174e-69	-1.20562413580435	0.336	0.699	5.61835498428763e-65	"T cells"	"FHIT"
"PDE3B.1"	2.41840589400486e-69	1.21933452243273	0.535	0.066	5.74153743295694e-65	"T cells"	"PDE3B"
"LIMA1.2"	3.73545578767529e-69	-0.883654125466172	0.14	0.512	8.8683455855199e-65	"T cells"	"LIMA1"
"MIPOL1.3"	3.87955789991391e-69	-1.27217455204693	0.029	0.533	9.21045841018562e-65	"T cells"	"MIPOL1"
"GPATCH2.2"	4.07707456814041e-69	-0.953312890008295	0.288	0.614	9.67938273222214e-65	"T cells"	"GPATCH2"
"EPN2"	5.15258955549336e-69	-0.812491829145081	0.136	0.504	1.22327628636968e-64	"T cells"	"EPN2"
"TANC1.1"	6.68708147273469e-69	-1.14948306933667	0.04	0.515	1.58758001244194e-64	"T cells"	"TANC1"
"PCSK7"	4.31213216813097e-68	0.624139706172142	0.665	0.334	1.02374329803597e-63	"T cells"	"PCSK7"
"CPLANE1"	9.88838836358045e-68	-0.80258540591975	0.14	0.523	2.34760228139763e-63	"T cells"	"CPLANE1"
"ARMC9.2"	1.79434089792909e-67	-0.832077845010644	0.164	0.522	4.25994472577345e-63	"T cells"	"ARMC9"
"SIL1"	2.30429858029563e-67	-0.851441023000613	0.225	0.589	5.47063525947986e-63	"T cells"	"SIL1"
"LINC00861"	4.31595955919603e-67	0.974426891453481	0.5	0.005	1.02465195894873e-62	"T cells"	"LINC00861"
"ICA1.3"	4.45013221929571e-67	-0.976266262504862	0.124	0.52	1.05650589018299e-62	"T cells"	"ICA1"
"DSTN.1"	8.57121398209388e-67	-0.786979772118261	0.146	0.506	2.03489191148891e-62	"T cells"	"DSTN"
"NF1"	1.02651589842504e-66	-0.848424251090266	0.439	0.747	2.43705139445089e-62	"T cells"	"NF1"
"ZNF91.3"	1.13172302232219e-66	-0.87471603194748	0.379	0.639	2.68682362729512e-62	"T cells"	"ZNF91"
"SYNRG"	1.61329063337898e-66	0.6362201394959	0.679	0.362	3.83011329270503e-62	"T cells"	"SYNRG"
"SLC44A1.2"	2.40526007778479e-66	-0.817768243534547	0.154	0.51	5.71032795066887e-62	"T cells"	"SLC44A1"
"MT-CO3.5"	2.78080012594774e-66	-1.61036965292171	0.542	0.725	6.60189757901253e-62	"T cells"	"MT-CO3"
"ELMO1.2"	3.51078611268578e-66	1.20968450863247	0.907	0.259	8.33495731012731e-62	"T cells"	"ELMO1"
"MDFIC.2"	6.39620931019637e-66	0.814322908129098	0.637	0.239	1.51852405233372e-61	"T cells"	"MDFIC"
"ARHGEF12.1"	1.40504562042106e-65	-0.871532793249534	0.219	0.623	3.33571880744164e-61	"T cells"	"ARHGEF12"
"SPATS2.1"	1.61394845580391e-65	-0.807082861108914	0.142	0.51	3.83167502892406e-61	"T cells"	"SPATS2"
"HIVEP3.3"	1.88976154229785e-65	-1.15133412822223	0.41	0.689	4.48648287756933e-61	"T cells"	"HIVEP3"
"RUFY3"	4.13970390521386e-65	-0.803073190098872	0.214	0.573	9.82807104136822e-61	"T cells"	"RUFY3"
"RIN2.1"	6.83318851963752e-65	-1.12997450692953	0.031	0.518	1.62226728644714e-60	"T cells"	"RIN2"
"MTA3.1"	1.01915980924973e-64	-0.815115293127508	0.207	0.549	2.41958730313979e-60	"T cells"	"MTA3"
"PCED1B.1"	1.05225476876367e-64	0.902943294176777	0.781	0.375	2.49815804652182e-60	"T cells"	"PCED1B"
"POGZ"	1.56248500841511e-64	-0.851028404570019	0.364	0.686	3.70949565847831e-60	"T cells"	"POGZ"
"SVIL.4"	1.58777813025836e-64	-1.05009807682766	0.204	0.536	3.76954405904637e-60	"T cells"	"SVIL"
"ZKSCAN1.3"	2.70560911636139e-64	-0.802040425165638	0.297	0.593	6.42338660315357e-60	"T cells"	"ZKSCAN1"
"C1QTNF3-AMACR.4"	4.82376383846401e-64	-0.972445855605013	0.269	0.593	1.14520977288974e-59	"T cells"	"C1QTNF3-AMACR"
"WWP1.4"	8.83648345763306e-64	-0.943815626748149	0.59	0.715	2.09786953767666e-59	"T cells"	"WWP1"
"CENPP.5"	3.37765196651954e-63	-1.20786935216901	0.183	0.518	8.01888353371404e-59	"T cells"	"CENPP"
"RAP1A"	4.18631448507058e-63	0.699722087277234	0.744	0.413	9.93872921900607e-59	"T cells"	"RAP1A"
"SCMH1.1"	6.5650353681158e-63	-0.939664684705404	0.383	0.684	1.55860504674437e-58	"T cells"	"SCMH1"
"GOLGA4.1"	3.058777846295e-62	-0.817831956725944	0.578	0.79	7.26184448488896e-58	"T cells"	"GOLGA4"
"NEDD9"	4.1666196944888e-62	0.864357153685125	0.683	0.226	9.89197181668586e-58	"T cells"	"NEDD9"
"ANXA2"	5.59325113065351e-62	-0.883418907625355	0.218	0.548	1.32789375092845e-57	"T cells"	"ANXA2"
"EPB41.1"	7.41543913196803e-62	0.756337646501977	0.721	0.413	1.76049940432053e-57	"T cells"	"EPB41"
"OTUD7B.2"	1.62260410972978e-61	-0.804830494810492	0.164	0.509	3.85222441690947e-57	"T cells"	"OTUD7B"
"MYO1D.3"	1.83034567368192e-61	-0.963991095860096	0.275	0.624	4.34542366388824e-57	"T cells"	"MYO1D"
"CDK14.3"	2.0288444253286e-61	-1.03601787506336	0.132	0.521	4.81667955017263e-57	"T cells"	"CDK14"
"CD46.2"	7.61635252354815e-61	-0.788452232294324	0.271	0.574	1.80819825261557e-56	"T cells"	"CD46"
"CBLB.2"	1.27170261806894e-60	0.833709094176683	0.826	0.555	3.01914918555747e-56	"T cells"	"CBLB"
"ATXN2"	1.97854724282921e-60	-0.760180315010955	0.424	0.686	4.69726900920082e-56	"T cells"	"ATXN2"
"NFATC3.1"	2.64340954701025e-60	0.679384848951595	0.762	0.489	6.27571860555704e-56	"T cells"	"NFATC3"
"SSBP2.1"	4.07637587526593e-60	-0.98641014522726	0.353	0.672	9.67772396546885e-56	"T cells"	"SSBP2"
"FRS2.2"	4.18267597632963e-60	-0.933459117739716	0.278	0.554	9.93009103540419e-56	"T cells"	"FRS2"
"MIR29B2CHG.3"	2.63100648135558e-59	-0.833575247644416	0.335	0.584	6.24627248738629e-55	"T cells"	"MIR29B2CHG"
"PPP3CC"	3.45996220875557e-59	0.626297691641331	0.683	0.349	8.21429627980659e-55	"T cells"	"PPP3CC"
"CASP8"	3.90771575683938e-59	0.568697461364529	0.524	0.206	9.27730797831237e-55	"T cells"	"CASP8"
"PTPRM.3"	1.38382968796738e-58	-1.16870764501031	0.238	0.571	3.28535006220336e-54	"T cells"	"PTPRM"
"FNBP1L"	3.43568202259084e-58	-1.06271329752702	0.026	0.509	8.1566526898329e-54	"T cells"	"FNBP1L"
"PIP5K1A.2"	3.61242904791278e-58	-0.801713577806358	0.375	0.63	8.57626780264973e-54	"T cells"	"PIP5K1A"
"VGLL4"	6.12201849484788e-58	-0.790478414248563	0.301	0.624	1.45342841086184e-53	"T cells"	"VGLL4"
"TMCC1"	4.45807450411255e-57	-0.855554897451815	0.451	0.737	1.05839146802136e-52	"T cells"	"TMCC1"
"RHOH"	7.38088197470363e-57	0.87392711298684	0.771	0.336	1.75229518961439e-52	"T cells"	"RHOH"
"TMEM131L.1"	8.33488053800341e-57	0.73176918576383	0.713	0.336	1.97878398852739e-52	"T cells"	"TMEM131L"
"SEC31A.1"	1.06771710934972e-56	-0.744917685445263	0.364	0.648	2.53486718930718e-52	"T cells"	"SEC31A"
"PLEKHA5.1"	1.07574628386182e-56	-0.840610318114559	0.26	0.574	2.55392925251634e-52	"T cells"	"PLEKHA5"
"LPP"	3.19374450311989e-56	-0.865829396437826	0.824	0.903	7.58226882485692e-52	"T cells"	"LPP"
"CYTIP"	6.89631156985567e-56	0.696738292835143	0.522	0.106	1.63725332979944e-51	"T cells"	"CYTIP"
"ECHDC2.3"	2.08606523083809e-55	-0.683338904155698	0.272	0.551	4.95252746453271e-51	"T cells"	"ECHDC2"
"SPIN1"	3.92820611862226e-55	-0.715959512261646	0.179	0.509	9.3259541462211e-51	"T cells"	"SPIN1"
"ZSWIM6"	5.30667534262979e-55	-0.961915734774645	0.36	0.631	1.25985779309374e-50	"T cells"	"ZSWIM6"
"LRRFIP2"	6.70947227042089e-55	-0.77880925795804	0.26	0.55	1.59289581172062e-50	"T cells"	"LRRFIP2"
"JMJD1C.1"	1.83645500206157e-54	-0.785234737198534	0.743	0.876	4.35992782039437e-50	"T cells"	"JMJD1C"
"TMTC2.1"	7.5168818211226e-54	-0.907988542977274	0.225	0.551	1.78458291315272e-49	"T cells"	"TMTC2"
"SRRM2.2"	1.47190479375984e-53	-0.690796037385808	0.447	0.664	3.49444917086524e-49	"T cells"	"SRRM2"
"SP100"	3.98582185659933e-53	0.69489248042692	0.807	0.471	9.46273966975247e-49	"T cells"	"SP100"
"COL1A1.5"	5.60622094882951e-53	-1.71073108712123	0.268	0.509	1.33097291546161e-48	"T cells"	"COL1A1"
"C11orf49.3"	7.70265292588427e-53	-0.791432339323131	0.296	0.588	1.82868683113418e-48	"T cells"	"C11orf49"
"CYTH1.1"	2.71496200752379e-52	0.68081819433691	0.764	0.421	6.44559130206222e-48	"T cells"	"CYTH1"
"ITPR2.4"	1.31095582056487e-51	-0.922270004271165	0.647	0.737	3.11234021360306e-47	"T cells"	"ITPR2"
"SDCCAG8"	2.55716868853494e-50	-0.753350353121332	0.371	0.657	6.07097418345079e-46	"T cells"	"SDCCAG8"
"SH3BGRL.4"	3.89106140727645e-50	-0.837296230999893	0.358	0.557	9.23776888701501e-46	"T cells"	"SH3BGRL"
"NBEAL1.1"	1.21951774564756e-49	-0.740760363836112	0.299	0.621	2.89525707994187e-45	"T cells"	"NBEAL1"
"CUX1"	1.61845552462397e-49	-0.773601201016714	0.532	0.742	3.84237526100978e-45	"T cells"	"CUX1"
"PHTF2"	1.89066506010327e-49	0.677463680676876	0.593	0.299	4.48862791919117e-45	"T cells"	"PHTF2"
"GOLGB1"	2.21553464131867e-49	-0.685216050922961	0.319	0.602	5.25990079195467e-45	"T cells"	"GOLGB1"
"PIK3R5"	2.43526072216759e-49	0.841423464540737	0.542	0.075	5.78155248049807e-45	"T cells"	"PIK3R5"
"BMPR2.1"	3.53100769439384e-49	-0.783126687448095	0.349	0.674	8.38296536726041e-45	"T cells"	"BMPR2"
"ENOSF1"	4.25380939014496e-49	-0.66513736692537	0.292	0.564	1.00989688731432e-44	"T cells"	"ENOSF1"
"EXOC6B.1"	6.5935039575831e-49	-0.735316011563144	0.438	0.715	1.5653637745698e-44	"T cells"	"EXOC6B"
"CPEB3"	7.21433541987644e-49	-0.665053419514622	0.204	0.5	1.71275537203287e-44	"T cells"	"CPEB3"
"BRWD1.3"	8.7205145075493e-49	-0.83491998630257	0.567	0.702	2.07033734923728e-44	"T cells"	"BRWD1"
"ZMYM4"	2.32485444903965e-48	-0.710458142962503	0.356	0.636	5.51943694746504e-44	"T cells"	"ZMYM4"
"AOPEP.1"	3.03620946411233e-48	-0.810352128831987	0.336	0.632	7.20826488874909e-44	"T cells"	"AOPEP"
"MSN.1"	4.7241297111922e-48	0.665806830556129	0.544	0.185	1.12155563473414e-43	"T cells"	"MSN"
"EIF4G3.1"	8.52323379502329e-48	-0.80042566596558	0.631	0.802	2.02350093527648e-43	"T cells"	"EIF4G3"
"ARFGEF2.1"	1.01030175486256e-47	-0.711293627068314	0.336	0.599	2.3985573962192e-43	"T cells"	"ARFGEF2"
"CBR4"	1.26779265455353e-47	-0.672355186450527	0.215	0.515	3.00986654117554e-43	"T cells"	"CBR4"
"ZNF586.2"	1.98875313403442e-47	-0.671507334733296	0.299	0.548	4.72149881551111e-43	"T cells"	"ZNF586"
"PPP3CA.4"	2.68315130644997e-47	-0.974524901666987	0.603	0.707	6.37006951664287e-43	"T cells"	"PPP3CA"
"ENSA.4"	3.24753094801321e-47	-0.735164183417949	0.325	0.572	7.70996322367816e-43	"T cells"	"ENSA"
"ADD3.1"	5.35751157529489e-47	0.617913603825732	0.613	0.23	1.27192682309076e-42	"T cells"	"ADD3"
"DIP2B.1"	1.91038163118148e-46	-0.713876906082809	0.46	0.667	4.53543703058794e-42	"T cells"	"DIP2B"
"SLC39A11.3"	2.25039366463607e-46	-0.839874870652563	0.46	0.674	5.34265959921249e-42	"T cells"	"SLC39A11"
"AFF4"	3.07697889956286e-46	-0.65425429510269	0.392	0.637	7.30505560545219e-42	"T cells"	"AFF4"
"VAV3.3"	5.26502012799562e-46	-1.04296168247083	0.454	0.624	1.24996842858744e-41	"T cells"	"VAV3"
"SMAP2"	6.32761199220411e-46	0.594087619177393	0.536	0.228	1.50223836306918e-41	"T cells"	"SMAP2"
"NSMCE2.2"	1.27612725712807e-45	-0.797627871781039	0.569	0.783	3.02965372114776e-41	"T cells"	"NSMCE2"
"CARMIL1.1"	1.98256858273912e-45	-0.729983356946901	0.21	0.527	4.70681607228096e-41	"T cells"	"CARMIL1"
"NUMB"	4.52082998570195e-45	-0.69849295939344	0.372	0.639	1.0732902469055e-40	"T cells"	"NUMB"
"LRIG1.3"	7.4895953713132e-45	-0.777891677151972	0.254	0.507	1.77810483710347e-40	"T cells"	"LRIG1"
"DIAPH1"	2.02398788349112e-44	0.53295140313578	0.61	0.314	4.80514963419626e-40	"T cells"	"DIAPH1"
"DCAF6"	2.20252226695594e-44	-0.720659683021849	0.314	0.582	5.2290081139801e-40	"T cells"	"DCAF6"
"RTN4.1"	3.56667835210767e-44	-0.654605537297831	0.368	0.619	8.46765107573881e-40	"T cells"	"RTN4"
"AKAP9"	7.61672212536519e-44	-0.685471372454344	0.589	0.74	1.80828599978295e-39	"T cells"	"AKAP9"
"UBE2H"	8.15965688590446e-44	-0.711732794233953	0.514	0.695	1.93718414128258e-39	"T cells"	"UBE2H"
"ZMYND8.4"	2.85536005003149e-43	-0.708088579647852	0.54	0.657	6.77891029477977e-39	"T cells"	"ZMYND8"
"ELF2"	5.35833179291043e-43	-0.633360962646853	0.453	0.656	1.27212155095486e-38	"T cells"	"ELF2"
"MYO9A"	8.76772884039613e-43	-0.694580200201628	0.396	0.663	2.08154650399845e-38	"T cells"	"MYO9A"
"SLMAP"	1.17276076115663e-42	-0.643064623160932	0.444	0.631	2.78425132306195e-38	"T cells"	"SLMAP"
"PRKCE"	1.93847658713937e-42	-0.746723706155715	0.325	0.581	4.60213726552757e-38	"T cells"	"PRKCE"
"DENND1A"	3.13536788950874e-42	-0.650109932596227	0.425	0.651	7.44367690648269e-38	"T cells"	"DENND1A"
"BTRC.1"	8.29267523421013e-42	-0.680405393103139	0.372	0.609	1.96876402735383e-37	"T cells"	"BTRC"
"SAMD12.4"	1.21912642754829e-41	-0.844889009900588	0.296	0.569	2.89432805164238e-37	"T cells"	"SAMD12"
"SYNE2.3"	1.22925459977617e-41	0.740431777412331	0.811	0.508	2.91837334532859e-37	"T cells"	"SYNE2"
